DESCRI;DESC_PLA;DATA;BASE
TB RT FF 80X40X1,20X6000;CSP Mercadoria Revenda;04/02/2025 09:53;B
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;04/02/2025 10:00;B
FRETE TERCEIRO- DRAGAO/ 665 KM / C 1951;DL Fretes e Carretos;04/02/2025 10:06;B
TB RT FF 60X40X1,50X6000;CSP Mercadoria Revenda;04/02/2025 10:18;B
TB RT FQ 60X40X2,00X6000;CSP Mercadoria Revenda;04/02/2025 10:18;B
PERFIL U 100X40X2,00X6000;CSP Mercadoria Revenda;04/02/2025 10:21;B
PERFIL U 100X40X2,00X6000;CSP Mercadoria Revenda;04/02/2025 10:21;B
TB QD FF 30X30X1,20X6000;CSP Mercadoria Revenda;04/02/2025 12:00;B
TB QD ZN 60X60X1,10X6000;CSP Mercadoria Revenda;04/02/2025 14:44;B
TB QD ZN 60X60X1,10X6000;CSP Mercadoria Revenda;04/02/2025 15:12;B
CH FQ 2,00 X 1200 X 2500;CSP Mercadoria Revenda;04/02/2025 15:48;B
CH FQ 2,00 X 1200 X 2500;CSP Mercadoria Revenda;04/02/2025 15:48;B
CH GR 6,30 X 1200 X 3000;CSP Mercadoria Revenda;04/02/2025 15:48;B
CH GR 6,30 X 1200 X 3000;CSP Mercadoria Revenda;04/02/2025 15:48;B
FRETE TERCEIRO- RONILDO/ 340 KM/ C 1935;DL Fretes e Carretos;04/02/2025 16:54;B
FRETE TERCEIRO;DL Fretes e Carretos;04/02/2025 16:54;B
FRETE TERCEIRO- RONILDO/ 422 KM/ C 1950;DL Fretes e Carretos;04/02/2025 16:55;B
FRETE TERCEIRO- PEDAGIO;DL Fretes e Carretos;04/02/2025 16:56;B
PAGAMENTO DE DIARIAS;DP Salários;05/02/2025 06:55;B
PAGAMENTO DE DIARIAS;DP Salários;05/02/2025 06:57;B
PAGAMENTO DE DIARIAS;DP Salários;05/02/2025 06:59;B
SERVIÇOS PRESTADOS;DA Sistema de Consulta Financeira;05/02/2025 07:51;B
CH FQ 2,00 X 1200 X 6000;CSP Mercadoria Revenda;05/02/2025 11:08;B
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;05/02/2025 09:34;B
FRETE TERCEIRO- LUIZ/ 379 KM/ C 1890;DL Fretes e Carretos;05/02/2025 11:11;B
TB QD FF  80X80X1,50X6000;CSP Mercadoria Revenda;05/02/2025 13:55;B
TB QD FF  80X80X1,20X6000;CSP Mercadoria Revenda;05/02/2025 13:58;B
TB QD FF  80X80X1,50X6000;CSP Mercadoria Revenda;05/02/2025 13:58;B
TB QD FF  80X80X1,20X6000;CSP Mercadoria Revenda;05/02/2025 13:58;B
TB QD FQ 50X50X2,00X6000;CSP Mercadoria Revenda;05/02/2025 14:05;B
TB RT ZN 100X40X1,55X6000;CSP Mercadoria Revenda;05/02/2025 14:26;B
TB RT ZN 40X30X1,10X6000;CSP Mercadoria Revenda;05/02/2025 14:35;B
TB RED ZN 22,22X1,10X6000;CSP Mercadoria Revenda;05/02/2025 14:35;B
TB RT FF 80X40X1,50X6000;CSP Mercadoria Revenda;05/02/2025 15:01;B
TB RT FF 80X40X1,20X6000;CSP Mercadoria Revenda;05/02/2025 15:01;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;05/02/2025 15:01;B
FRETE TERCEIRO- RONALDO/ 320 KM/ C 1961;DL Fretes e Carretos;05/02/2025 16:23;B
FRETE TERCEIRO- WILL/ 325 KM/ C 1968;DL Fretes e Carretos;05/02/2025 16:24;B
SERVIÇOS PRESTADOS - REPARO LONAS;DL Manutenção de Caminhões;06/02/2025 08:09;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:22;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:22;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:22;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:25;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:25;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:25;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:25;B
TB QD FF 30X30X1,50X6000;CSP Mercadoria Revenda;06/02/2025 09:35;B
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;06/02/2025 09:38;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:43;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:43;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:43;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;06/02/2025 09:43;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;06/02/2025 09:45;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;06/02/2025 09:45;B
CH FF 1,50 X 1200 X 3000;CSP Mercadoria Revenda;06/02/2025 10:47;B
TB RED FQ 38,10X2,00X6000;CSP Mercadoria Revenda;06/02/2025 10:53;B
TB QD FF 25X25X1,50X6000;CSP Mercadoria Revenda;06/02/2025 10:53;B
TB RED FF 31,75X1,50X6000;CSP Mercadoria Revenda;06/02/2025 10:53;B
TB RT FF 100X40X1,50X6000;CSP Mercadoria Revenda;06/02/2025 10:54;B
SERVIÇOS PRESTADOS - CONSERTO DE PNEU;DL Manutenção de Caminhões;06/02/2025 13:50;B
SERVIÇOS PRESTADOS MOTO TAXI;DL Transporte, Frete, Motoboy;06/02/2025 17:05;B
PAGAMENTO DE DIARIAS;DP Salários;07/02/2025 08:21;B
PAGAMENTO DE DIARIAS;DP Salários;07/02/2025 08:23;B
FRETE TERCEIRO- LUCIANO/ 567 KM/ C 1976;DL Fretes e Carretos;07/02/2025 09:52;B
TB RT FQ 80X40X2,00X6000;CSP Mercadoria Revenda;07/02/2025 11:25;B
TB RED FF 76,20X1,50X6000;CSP Mercadoria Revenda;07/02/2025 11:30;B
TB RT FQ 60X40X2,00X6000;CSP Mercadoria Revenda;07/02/2025 11:30;B
TB RED FF 31,75X1,50X6000;CSP Mercadoria Revenda;07/02/2025 11:30;B
TB QD FQ 50X50X2,00X6000;CSP Mercadoria Revenda;07/02/2025 11:30;B
SERVIÇOS PRESTADOS;DA Sistema de Gestão;07/02/2025 15:00;B
SERVIÇOS PRESTADOS - ELABORAÇÃO DE DOCUMENTOS DE SST + ENVIOS AO E-SOCIAL 02/2025;DP Saúde Ocupacional/Segurança Trabalho;07/02/2025 14:08;B
CH FQ 2,65 X 1200 X 3000;CSP Mercadoria Revenda;07/02/2025 14:51;B
CAPSULA DE CAFE LOR;DA Café;11/02/2025 08:51;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;07/02/2025 16:17;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;07/02/2025 16:17;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;07/02/2025 16:17;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;07/02/2025 16:17;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;07/02/2025 16:17;B
AÇUCAR 5 KG;DA Café;11/02/2025 08:51;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;07/02/2025 16:17;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;07/02/2025 16:17;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;07/02/2025 16:29;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;07/02/2025 16:29;B
TB RT ZN 60X40X1,55X6000;CSP Mercadoria Revenda;07/02/2025 16:48;B
BOBINA GALVANIZADA 0,95 X 1200  AZ 80;CSP Mercadoria Revenda;07/02/2025 16:51;B
TB RT FQ 60X40X2,65X6000;CSP Mercadoria Revenda;07/02/2025 17:04;B
TB RT ZN 60X40X1,55X6000;CSP Mercadoria Revenda;07/02/2025 17:07;B
TB RT ZN 60X40X1,10X6000;CSP Mercadoria Revenda;07/02/2025 17:10;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;07/02/2025 17:15;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;07/02/2025 17:15;B
CH FF 1,50 X 1200 X 3000;CSP Mercadoria Revenda;10/02/2025 07:50;B
CH FF 1,50 X 1200 X 3000;CSP Mercadoria Revenda;10/02/2025 07:50;B
FRETE TERCEIRO- ERNESTO/ 198 KM/ C 1990;DL Fretes e Carretos;10/02/2025 08:38;B
FRETE TERCEIRO- CRISTIANO/ 505 KM/ C 1980;DL Fretes e Carretos;10/02/2025 08:40;B
BOBINA FINA FRIO 0,90 X 1200;CSP Mercadoria Revenda;10/02/2025 11:22;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;10/02/2025 11:44;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;10/02/2025 11:44;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;10/02/2025 11:49;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;10/02/2025 11:57;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;10/02/2025 11:57;B
FRETE TERCEIRO- PARDAL/ KM FECHADO/ C 1979;DL Fretes e Carretos;10/02/2025 14:38;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;10/02/2025 16:06;B
VIGA W 150X18x12000;CSP Mercadoria Revenda;10/02/2025 16:11;B
VIGA W 200X15x12000;CSP Mercadoria Revenda;10/02/2025 16:11;B
VIGA W 200X19,3X12000;CSP Mercadoria Revenda;10/02/2025 16:11;B
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;10/02/2025 16:24;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;10/02/2025 16:31;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;10/02/2025 16:40;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;10/02/2025 16:40;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;10/02/2025 16:40;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;10/02/2025 16:40;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;10/02/2025 16:40;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;10/02/2025 16:41;B
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;10/02/2025 16:41;B
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;10/02/2025 16:55;B
TB QD FF  80X80X1,50X6000;CSP Mercadoria Revenda;10/02/2025 17:20;B
TB QD FQ 100X100X2,00X6000;CSP Mercadoria Revenda;10/02/2025 17:20;B
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;10/02/2025 17:20;B
TB RED FF 22,22X1,20X6000;CSP Mercadoria Revenda;10/02/2025 17:25;B
TB RT ZN 30X20X1,25X6000;CSP Mercadoria Revenda;10/02/2025 17:27;B
PERFIL U 75X40X2,65X6000;CSP Mercadoria Revenda;10/02/2025 17:29;B
PERFIL UE 100X40X15X2,65X6000;CSP Mercadoria Revenda;10/02/2025 17:29;B
TB QD ZN 40X40X1,10X6000;CSP Mercadoria Revenda;10/02/2025 17:32;B
TB RT ZN 40X30X1,25X6000;CSP Mercadoria Revenda;10/02/2025 17:32;B
TB RED FF 50,80X1,50X6000;CSP Mercadoria Revenda;11/02/2025 07:47;B
TB QD FF 15X15X1,20X6000;CSP Mercadoria Revenda;11/02/2025 07:47;B
TB RT FF 40X30X1,50X6000;CSP Mercadoria Revenda;11/02/2025 07:47;B
TB RT FF 50X30X0,90X6000;CSP Mercadoria Revenda;11/02/2025 07:47;B
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;11/02/2025 07:53;B
BOBINA GALVANIZADA 0,47 X 1200  AZ 80;CSP Mercadoria Revenda;11/02/2025 08:00;B
TB RT FF 100X40X1,50X6000;CSP Mercadoria Revenda;11/02/2025 08:08;B
TB QD ZN 50X50X1,25X6000;CSP Mercadoria Revenda;11/02/2025 08:13;B
TB RED FF 15,87X0,75X6000;CSP Mercadoria Revenda;11/02/2025 08:17;B
TB RT FF 40X20X1,50X6000;CSP Mercadoria Revenda;11/02/2025 08:17;B
PERFIL U 50X25X2,00X6000;CSP Mercadoria Revenda;11/02/2025 08:20;B
PERFIL U 50X25X2,25X6000;CSP Mercadoria Revenda;11/02/2025 08:20;B
TB QD FF 20X20X0,75X6000;CSP Mercadoria Revenda;11/02/2025 09:54;B
TB QD FF 30X30X1,50X6000;CSP Mercadoria Revenda;11/02/2025 09:54;B
TB QD FF 50X50X1,50X6000;CSP Mercadoria Revenda;11/02/2025 09:54;B
TB QD ZN 50X50X1,25X6000;CSP Mercadoria Revenda;11/02/2025 10:11;B
TB QD ZN 50X50X1,25X6000;CSP Mercadoria Revenda;11/02/2025 10:14;B
TB QD ZN 50X50X1,25X6000;CSP Mercadoria Revenda;11/02/2025 10:25;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;11/02/2025 10:27;B
TB RED FF 19,05X0,75X6000;CSP Mercadoria Revenda;11/02/2025 10:42;B
TB RED FF 19,05X0,90X6000;CSP Mercadoria Revenda;11/02/2025 10:40;B
TB RED FF 19,05X1,20X6000;CSP Mercadoria Revenda;11/02/2025 10:39;B
TB RED FF 38,10X1,20X6000;CSP Mercadoria Revenda;11/02/2025 10:40;B
TB RED FF 38,10X1,50X6000;CSP Mercadoria Revenda;11/02/2025 10:40;B
TB RT FF 60X40X1,50X6000;CSP Mercadoria Revenda;11/02/2025 10:40;B
BOBINA GALVANIZADA 0,47 X 1200  AZ 80;CSP Mercadoria Revenda;11/02/2025 10:44;B
SERVIÇOS PRESTADOS - MATERIAIS PAGOS PELO HENRIQUE;AP Obra Filial MG;11/02/2025 11:24;B
FRETE TERCEIRO- RAMON/ 487 KM/ C 1963;DL Fretes e Carretos;11/02/2025 13:32;B
TB RT ZN 50X30X1,25X6000;CSP Mercadoria Revenda;11/02/2025 14:59;B
TB RT FF 50X30X1,50X6000;CSP Mercadoria Revenda;11/02/2025 15:03;B
TB RT FF 50X30X1,50X6000;CSP Mercadoria Revenda;11/02/2025 15:16;B
TB RT FF 50X20X1,20X6000;CSP Mercadoria Revenda;11/02/2025 15:23;B
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;11/02/2025 17:26;B
CH FQ 2,00 X 1200 X 2500;CSP Mercadoria Revenda;12/02/2025 08:22;B
BOBINA GALVANIZADA 0,47 X 1200  AZ 80;CSP Mercadoria Revenda;12/02/2025 09:30;B
SERVIÇOS PRESTADOS - MONTAGEM DOS PNEUS CARRETA;DL Manutenção de Caminhões;12/02/2025 09:37;B
ALCOOL ISOPROPILICO;DO Manutenção de Máquinas e Equipamentos;12/02/2025 11:51;B
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;12/02/2025 13:55;B
TB QD FQ 80X80X2,00X6000;CSP Mercadoria Revenda;12/02/2025 13:54;B
TB QD FF  80X80X1,50X6000;CSP Mercadoria Revenda;12/02/2025 14:00;B
TB QD FF 50X50X1,20X6000;CSP Mercadoria Revenda;12/02/2025 14:06;B
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;12/02/2025 15:35;B
FRETE TERCEIRO- CRISTIANO/ 566 KM/ C 2002;DL Fretes e Carretos;12/02/2025 15:29;B
FRETE TERCEIRO- LUIZ/ 127 KM/ C 2014;DL Fretes e Carretos;12/02/2025 15:31;B
FRETE TERCEIRO- RONALDO/ 465 KM/ C 1978;DL Fretes e Carretos;13/02/2025 07:39;B
FRETE TERCEIRO- RONALDO/ 449 KM/ C 1966;DL Fretes e Carretos;13/02/2025 07:41;B
PERFIL U 75X40X2,00X6000;CSP Mercadoria Revenda;13/02/2025 11:44;B
TB RED FF 38,10X0,90X6000;CSP Mercadoria Revenda;13/02/2025 11:47;B
TB QD FQ 50X50X2,65X6000;CSP Mercadoria Revenda;13/02/2025 16:44;B
TB QD FF 30X30X1,50X6000;CSP Mercadoria Revenda;13/02/2025 16:44;B
TB RED FF 63,50X1,50X6000;CSP Mercadoria Revenda;13/02/2025 16:44;B
PERFIL U 100X40X3,00X6000;CSP Mercadoria Revenda;13/02/2025 16:50;B
PERFIL U 100X40X3,00X6000;CSP Mercadoria Revenda;13/02/2025 16:50;B
SERVIÇOS PRESTADOS;DA Serviço Terceiro;14/02/2025 07:53;B
PAGAMENTO DE DIARIAS;AP Obra Filial MG;14/02/2025 08:10;B
PAGAMENTO DE DIARIAS;DP Salários;14/02/2025 09:22;B
PAGAMENTO DE DIARIAS;DP Salários;14/02/2025 09:42;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;14/02/2025 10:54;B
BOBINA FINA FRIO 0,90 X 1200;CSP Mercadoria Revenda;14/02/2025 11:00;B
TB RT ZN 50X30X0,95X6000;CSP Mercadoria Revenda;18/02/2025 07:35;B
TB RT ZN 50X30X1,10X6000;CSP Mercadoria Revenda;18/02/2025 07:35;B
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;14/02/2025 11:15;B
TB RT FF 50X30X1,50X6000;CSP Mercadoria Revenda;14/02/2025 11:19;B
TB QD FF 40X40X1,20X6000;CSP Mercadoria Revenda;14/02/2025 11:24;B
TB QD FQ 50X50X2,65X6000;CSP Mercadoria Revenda;14/02/2025 11:28;B
TB QD ZN 30X30X1,25X6000;CSP Mercadoria Revenda;14/02/2025 11:32;B
TB RT FF 40X30X1,50X6000;CSP Mercadoria Revenda;14/02/2025 11:37;B
FRETE TERCEIRO- TRANSPORTADORA;DL Fretes e Carretos;17/02/2025 07:38;B
TB RT ZN 100X40X1,55X6000;CSP Mercadoria Revenda;17/02/2025 10:50;B
BOBINA GALVALUME 0,38 X 1200 AZM 120;CSP Mercadoria Revenda;17/02/2025 10:55;B
BOBINA GALVALUME 0,38 X 1200 AZM 120;CSP Mercadoria Revenda;17/02/2025 13:31;B
CH FQ 2,00 X 1200 X 3000;CSP Mercadoria Revenda;17/02/2025 14:18;B
TB RED FF 38,10X1,50X6000;CSP Mercadoria Revenda;17/02/2025 16:03;B
TB QD ZN 40X40X1,10X6000;CSP Mercadoria Revenda;17/02/2025 17:02;B
TB RED FF 38,10X1,20X6000;CSP Mercadoria Revenda;17/02/2025 17:21;B
TB RT ZN 70X30X1,25X6000;CSP Mercadoria Revenda;17/02/2025 17:09;B
TB RED FF 38,10X1,50X6000;CSP Mercadoria Revenda;17/02/2025 17:21;B
PERFIL U 75X40X2,25X6000;CSP Mercadoria Revenda;17/02/2025 17:26;B
PERFIL U 150X50X2,65X6000;CSP Mercadoria Revenda;17/02/2025 17:26;B
PERFIL UE 75X40X15X2,65X6000;CSP Mercadoria Revenda;17/02/2025 17:26;B
PERFIL U 50X25X2,00X6000;CSP Mercadoria Revenda;17/02/2025 17:30;B
TB QD FF 40X40X1,20X6000;CSP Mercadoria Revenda;18/02/2025 07:43;B
TB RT FF 70X30X1,20X6000;CSP Mercadoria Revenda;18/02/2025 07:43;B
TB RT FF 70X30X1,50X6000;CSP Mercadoria Revenda;18/02/2025 07:44;B
TB RED FF 38,10X0,90X6000;CSP Mercadoria Revenda;18/02/2025 07:51;B
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;18/02/2025 07:57;B
TB QD FF  80X80X1,50X6000;CSP Mercadoria Revenda;18/02/2025 08:03;B
BOBINA GALVALUME 0,38 X 1200 AZM 120;CSP Mercadoria Revenda;18/02/2025 08:06;B
TB RT ZN 100X40X1,55X6000;CSP Mercadoria Revenda;18/02/2025 08:19;B
TB RED FQ 63,50X2,25X6000;CSP Mercadoria Revenda;18/02/2025 08:31;B
TB RED FQ 63,50X2,25X6000;CSP Mercadoria Revenda;18/02/2025 08:31;B
TB RED FF 38,10X1,50X6000;CSP Mercadoria Revenda;18/02/2025 08:31;B
TB RT FQ 70X30X2,00X6000;CSP Mercadoria Revenda;18/02/2025 08:31;B
TB RT FF 40X20X1,50X6000;CSP Mercadoria Revenda;18/02/2025 08:31;B
BOBINA GALVALUME 0,38 X 1200 AZM 120;CSP Mercadoria Revenda;18/02/2025 08:36;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 08:36;B
CH FQ 3,00 X 1200 X 3000;CSP Mercadoria Revenda;18/02/2025 08:42;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 08:41;B
CH FQ 3,00 X 1200 X 3000;CSP Mercadoria Revenda;18/02/2025 08:42;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 08:44;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 08:49;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 08:55;B
CH GR 6,30 X 1200 X 3000;CSP Mercadoria Revenda;18/02/2025 09:03;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 09:02;B
CH GR 6,30 X 1500 X 3000;CSP Mercadoria Revenda;18/02/2025 12:00;B
VIGA W 200X19,3X12000;CSP Mercadoria Revenda;18/02/2025 09:37;B
VIGA W 250X38,5X12000;CSP Mercadoria Revenda;18/02/2025 09:42;B
VIGA W 410X53X12000;CSP Mercadoria Revenda;18/02/2025 09:45;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 09:43;B
VIGA W 150X13x12000;CSP Mercadoria Revenda;18/02/2025 09:45;B
VIGA W 150X18x12000;CSP Mercadoria Revenda;18/02/2025 09:45;B
TB QD FF 50X50X1,50X6000;CSP Mercadoria Revenda;18/02/2025 09:51;B
TB RED FQ 31,75X2,00X6000;CSP Mercadoria Revenda;18/02/2025 09:57;B
TB QD FQ 50X50X2,00X6000;CSP Mercadoria Revenda;18/02/2025 09:57;B
TB RT FF 40X30X1,50X6000;CSP Mercadoria Revenda;18/02/2025 09:57;B
TB RT FF 40X20X1,50X6000;CSP Mercadoria Revenda;18/02/2025 09:57;B
TB RED FQ 50,80X2,25X6000;CSP Mercadoria Revenda;18/02/2025 09:57;B
TB QD FQ 50X50X2,65X6000;CSP Mercadoria Revenda;18/02/2025 09:57;B
TB RT FF 80X40X1,50X6000;CSP Mercadoria Revenda;18/02/2025 09:57;B
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;18/02/2025 10:22;B
TB RT ZN 50X30X1,55X6000;CSP Mercadoria Revenda;18/02/2025 10:55;B
TB QD ZN 15X15X1,10X6000;CSP Mercadoria Revenda;18/02/2025 11:03;B
TB QD ZN 15X15X1,10X6000;CSP Mercadoria Revenda;18/02/2025 11:06;B
PERFIL UE 100X40X15X2,65X6000;CSP Mercadoria Revenda;18/02/2025 11:09;B
TB RT FF 70X30X1,20X6000;CSP Mercadoria Revenda;18/02/2025 11:11;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;18/02/2025 11:14;B
TB RED FF 15,87X0,75X6000;CSP Mercadoria Revenda;18/02/2025 11:31;B
TB RT FF 70X30X1,20X6000;CSP Mercadoria Revenda;18/02/2025 11:33;B
TB RED FF 19,05X0,75X6000;CSP Mercadoria Revenda;18/02/2025 11:35;B
TB RED FF 19,05X0,90X6000;CSP Mercadoria Revenda;18/02/2025 11:38;B
BOBINA GALVALUME 0,38 X 1200 AZM 120;CSP Mercadoria Revenda;18/02/2025 11:39;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 11:48;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 11:51;B
BOBINA GALVANIZADA 1,25 X 1200  Z100;CSP Mercadoria Revenda;18/02/2025 11:52;B
FRETE TERCEIRO;DL Fretes e Carretos;18/02/2025 11:56;B
CH GR 6,30 X 1200 X 6000;CSP Mercadoria Revenda;18/02/2025 12:00;B
CH FF 1,20 X 1200 X 2000;CSP Mercadoria Revenda;18/02/2025 12:40;B
TB QD FF 20X20X0,90X6000;CSP Mercadoria Revenda;18/02/2025 12:44;B
TB RT FF 50X30X0,90X6000;CSP Mercadoria Revenda;18/02/2025 12:46;B
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;18/02/2025 12:47;B
SERVIÇOS PRESTADOS- EXAME OCUPACIONAIS;DP Saúde Ocupacional/Segurança Trabalho;18/02/2025 12:51;B
SERVIÇOS PRESTADOS- LAVAGEM;DL Manutenção de Caminhões;18/02/2025 13:10;B
BOBINA GALVALUME  0,40 X 1200 AZM 80;CSP Mercadoria Revenda;18/02/2025 13:53;B
BOBINA FINA FRIO 0,90 X 1200;CSP Mercadoria Revenda;19/02/2025 09:27;B
BOBINA FINA FRIO 0,90 X 1200;CSP Mercadoria Revenda;18/02/2025 16:24;B
ACUCAREIRO;DA Café;18/02/2025 16:56;B
BOBINA GALVANIZADA 1,11 X 1200  Z100;CSP Mercadoria Revenda;18/02/2025 17:13;B
CH GR 6,30 X 1200 X 6000;CSP Mercadoria Revenda;18/02/2025 17:19;B
FRETE TERCEIRO- LUCIANO/ 592 KM/ C 2016;DL Fretes e Carretos;19/02/2025 07:35;B
FRETE TERCEIRO- PARDAL/ KM FECHADO/ C 2039;DL Fretes e Carretos;19/02/2025 07:44;B
FRETE TERCEIRO- LUCIANO/ 451 KM/ C 2007;DL Fretes e Carretos;19/02/2025 08:01;B
FRETE TERCEIRO;DL Fretes e Carretos;19/02/2025 13:34;B
FRETE TERCEIRO;DL Fretes e Carretos;19/02/2025 08:59;B
BOBINA FINA FRIO 0,90 X 1200;CSP Mercadoria Revenda;19/02/2025 09:11;B
FRETE TERCEIRO;DL Fretes e Carretos;19/02/2025 09:24;B
BOBINA GALVANIZADA 0,95 X 1200  AZ 80;CSP Mercadoria Revenda;19/02/2025 10:49;B
PERFIL U 75X40X2,25X6000;CSP Mercadoria Revenda;19/02/2025 11:16;B
TB RED FF 38,10X1,20X6000;CSP Mercadoria Revenda;19/02/2025 11:35;B
TB RED FF 38,10X1,50X6000;CSP Mercadoria Revenda;19/02/2025 11:44;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;19/02/2025 11:50;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;19/02/2025 14:14;B
CH FQ 2,00 X 1200 X 3000;CSP Mercadoria Revenda;19/02/2025 14:34;B
TB QD FF 100X100X1,50X6000;CSP Mercadoria Revenda;20/02/2025 08:15;B
TB QD FQ 40X40X2,65X6000;CSP Mercadoria Revenda;20/02/2025 08:29;B
TB QD FQ 40X40X2,65X6000;CSP Mercadoria Revenda;20/02/2025 08:30;B
TB QD FF 100X100X1,50X6000;CSP Mercadoria Revenda;20/02/2025 08:42;B
SERVIÇO CORTE LASER;AP Obra Filial MG;20/02/2025 08:47;B
SERVIÇO CORTE LASER;AP Obra Filial MG;20/02/2025 08:47;B
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;20/02/2025 08:48;B
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;20/02/2025 08:53;B
CHAPÃO GERDAU 25,40X2440X6000;CSP Mercadoria Revenda;20/02/2025 09:31;B
